************************************************
*    Row   * run.AsInt * event.AsI * lumiblock *
*    26810 *    297178 * 1.234e+09 *      1045 *
*    26954 *    297178 * 1.239e+09 *      1050 *
*    27033 *    297178 * 1.242e+09 *      1053 *
*    27152 *    297178 * 1.246e+09 *      1057 *
*    27458 *    297178 * 1.257e+09 *      1068 *
*    27495 *    297178 * 1.258e+09 *      1069 *
*    27657 *    297178 * 1.264e+09 *      1075 *
*    27680 *    297178 * 1.265e+09 *      1076 *
*    27716 *    297178 * 1.266e+09 *      1077 *
*    27761 *    297178 * 1.268e+09 *      1079 *
*    27775 *    297178 * 1.268e+09 *      1079 *
*    27835 *    297178 * 1.270e+09 *      1081 *
*    27859 *    297178 * 1.271e+09 *      1082 *
*    28059 *    297178 * 1.277e+09 *      1088 *
*    28090 *    297178 * 1.279e+09 *      1090 *
*    28274 *    297178 * 1.284e+09 *      1096 *
*    28362 *    297178 * 1.288e+09 *      1099 *
*    28421 *    297178 * 1.290e+09 *      1101 *
*    28957 *    297178 * 1.299e+09 *      1111 *
*    29008 *    297178 * 1.301e+09 *      1113 *
*    29013 *    297178 * 1.302e+09 *      1113 *
*    29092 *    297178 * 1.304e+09 *      1116 *
*    29118 *    297178 * 1.305e+09 *      1117 *
*    29134 *    297178 * 1.305e+09 *      1117 *
*    29157 *    297178 * 1.306e+09 *      1118 *
*    29162 *    297178 * 1.306e+09 *      1118 *
*    29488 *    297178 * 1.319e+09 *      1131 *
*    29535 *    297178 * 1.321e+09 *      1133 *
*    29680 *    297178 * 1.325e+09 *      1138 *
*    29687 *    297178 * 1.326e+09 *      1138 *
*    29903 *    297178 * 1.332e+09 *      1145 *
*    29908 *    297178 * 1.395e+09 *      1211 *
*    29991 *    297178 * 1.398e+09 *      1214 *
*    30004 *    297178 * 1.398e+09 *      1214 *
*    30083 *    297178 * 1.401e+09 *      1217 *
*    30115 *    297178 * 1.401e+09 *      1218 *
*    30169 *    297178 * 1.403e+09 *      1220 *
*    30198 *    297178 * 1.404e+09 *      1221 *
*    30244 *    297178 * 1.407e+09 *      1224 *
*    30397 *    297178 * 1.412e+09 *      1229 *
*    30430 *    297178 * 1.413e+09 *      1230 *
*    30453 *    297178 * 1.413e+09 *      1231 *
*    30503 *    297178 * 1.415e+09 *      1233 *
*    30514 *    297178 * 1.417e+09 *      1234 *
*    30618 *    297178 * 1.420e+09 *      1238 *
*    30632 *    297178 * 1.421e+09 *      1239 *
*    30848 *    297178 * 1.431e+09 *      1249 *
*    30882 *    297178 * 1.432e+09 *      1251 *
*    30924 *    297178 * 1.434e+09 *      1253 *
*    31363 *    297219 * 2.067e+09 *      1245 *
*    31482 *    297219 * 2.071e+09 *      1248 *
*    31747 *    297219 * 2.078e+09 *      1254 *
*    31781 *    297219 * 2.079e+09 *      1255 *
*    31834 *    297219 * 2.081e+09 *      1257 *
*    31874 *    297219 * 2.082e+09 *      1257 *
*    31976 *    297219 * 2.086e+09 *      1260 *
*    32027 *    297219 * 2.087e+09 *      1261 *
*    32053 *    297219 * 2.088e+09 *      1262 *
*    32207 *    297219 * 2.094e+09 *      1266 *
*    32260 *    297219 * 2.095e+09 *      1267 *
*    32628 *    297429 *  96175823 *        56 *
*    32831 *    297429 * 101061578 *        58 *
*    33145 *    297429 * 112230760 *        64 *
*    33175 *    297429 * 113324766 *        64 *
*    33603 *    297429 * 125115312 *        70 *
*    33884 *    297178 * 1.440e+09 *      1260 *
*    33894 *    297178 * 1.441e+09 *      1260 *
*    34021 *    297178 * 1.456e+09 *      1272 *
*    34041 *    297178 * 1.456e+09 *      1273 *
*    34090 *    297178 * 1.458e+09 *      1275 *
*    34180 *    297178 * 1.462e+09 *      1279 *
*    34498 *    297178 * 1.481e+09 *      1300 *
*    34518 *    297178 * 1.482e+09 *      1301 *
*    34537 *    297178 * 1.482e+09 *      1301 *
*    34591 *    297178 * 1.485e+09 *      1304 *
*    35754 *    297411 * 496580764 *       309 *
*    36347 *    297411 * 514817237 *       320 *
*    36509 *    297411 * 521284894 *       323 *
*    36693 *    297178 * 1.496e+09 *      1316 *
*    36700 *    297178 * 1.496e+09 *      1316 *
*    36864 *    297178 * 1.502e+09 *      1323 *
*    36879 *    297178 * 1.502e+09 *      1323 *
*    37006 *    297178 * 1.508e+09 *      1329 *
*    37100 *    297178 * 1.512e+09 *      1334 *
*    37159 *    297178 * 1.515e+09 *      1337 *
*    37210 *    297178 * 1.516e+09 *      1339 *
*    37370 *    297178 * 1.523e+09 *      1346 *
*    37392 *    297178 * 1.523e+09 *      1346 *
*    37433 *    297178 * 1.524e+09 *      1348 *
*    37546 *    297178 * 1.529e+09 *      1353 *
*    37656 *    297178 * 1.534e+09 *      1358 *
*    37797 *    297178 * 1.538e+09 *      1363 *
*    37830 *    297178 * 1.540e+09 *      1365 *
*    37852 *    297178 * 1.541e+09 *      1366 *
*    38119 *    297219 * 1.451e+09 *       804 *
*    38219 *    297219 * 1.455e+09 *       806 *
*    38233 *    297219 * 1.454e+09 *       806 *
*    38546 *    297219 * 1.463e+09 *       812 *
*    38556 *    297219 * 1.463e+09 *       812 *
*    38636 *    297219 * 1.466e+09 *       814 *
*    38788 *    297219 * 1.471e+09 *       817 *
*    39195 *    297219 * 1.593e+09 *       898 *
*    39665 *    297219 * 1.607e+09 *       908 *
*    39889 *    297219 * 1.484e+09 *       826 *
*    40018 *    297219 * 1.488e+09 *       828 *
*    40501 *    297219 * 1.541e+09 *       863 *
*    40662 *    297219 * 1.559e+09 *       876 *
*    41343 *    297219 * 1.579e+09 *       889 *
*    41432 *    297219 * 1.582e+09 *       891 *
*    41548 *    297219 * 1.585e+09 *       893 *
*    41973 *    297292 * 325946413 *       176 *
*    42499 *    297292 * 337845788 *       183 *
*    42708 *    297292 * 344616230 *       186 *
*    43227 *    297292 * 355015873 *       192 *
*    43645 *    297411 * 836594601 *       512 *
*    43819 *    297411 * 840941492 *       514 *
*    44428 *    297411 * 1.084e+09 *       651 *
*    44463 *    297411 * 1.086e+09 *       652 *
*    44555 *    297411 * 1.087e+09 *       653 *
*    44581 *    297411 * 1.090e+09 *       654 *
*    44609 *    297411 * 1.090e+09 *       654 *
*    44903 *    297411 * 1.099e+09 *       659 *
*    44939 *    297411 * 1.100e+09 *       660 *
*    44955 *    297411 * 1.099e+09 *       660 *
*    44993 *    297411 * 1.102e+09 *       661 *
*    45330 *    297411 * 1.113e+09 *       667 *
*    45749 *    297411 * 1.126e+09 *       675 *
*    45888 *    297292 * 419855134 *       229 *
*    46245 *    297292 * 427354194 *       234 *
*    48677 *    297411 * 567311477 *       351 *
*    48926 *    297411 * 574854867 *       356 *
*    49150 *    297411 * 580766371 *       359 *
*    49773 *    297411 * 595709100 *       369 *
*    49897 *    297411 * 599727696 *       371 *
*    50397 *    297430 *   2895139 *         2 *
*    51193 *    297430 *  26022290 *        14 *
*    51327 *    297430 *  30458459 *        16 *
*    51358 *    297430 *  30435952 *        16 *
*    51494 *    297411 * 803109995 *       493 *
*    51583 *    297411 * 806957818 *       495 *
*    51712 *    297411 * 810185733 *       497 *
*    51727 *    297411 * 811188507 *       498 *
*    52264 *    297411 * 828077435 *       507 *
*    52277 *    297411 * 828188190 *       507 *
*    52528 *    297411 * 853621350 *       521 *
*    52716 *    297411 * 1.080e+09 *       648 *
*    53983 *    299329 * 262868899 *       155 *
*    54419 *    299329 * 275295248 *       162 *
*    54517 *    299329 * 277139480 *       163 *
*    54570 *    299329 * 279202809 *       164 *
*    54646 *    299329 * 280447859 *       165 *
*    54786 *    299329 * 282757746 *       167 *
*    57329 *    297050 * 524326637 *       426 *
*    57351 *    297050 * 524600777 *       427 *
*    58219 *    297050 * 551353856 *       451 *
*    58353 *    297050 * 555862886 *       455 *
*    59146 *    297057 * 639599810 *       521 *
*    59381 *    297057 * 646866302 *       527 *
*    59546 *    297057 * 651471111 *       531 *
*    60388 *    297057 * 676775821 *       554 *
*    62573 *    297425 * 215389246 *       136 *
*    62723 *    297425 * 218120802 *       138 *
*    63745 *    297425 * 238765473 *       151 *
*    63946 *    299184 * 872411898 *       531 *
*    64127 *    299184 * 878256046 *       535 *
*    64329 *    299184 * 886967262 *       541 *
*    64393 *    299184 * 889666830 *       542 *
*    64528 *    299184 * 894573524 *       545 *
*    64573 *    299184 * 895623683 *       546 *
*    64647 *    299184 * 898881681 *       548 *
*    64922 *    299184 * 906605893 *       553 *
*    66206 *    297219 * 137217419 *        67 *
*    68127 *    297292 *  29472401 *        16 *
*    68658 *    297292 *  39937168 *        22 *
*    69584 *    297430 *  73907632 *        39 *
*    69664 *    297430 *  76517316 *        40 *
*    69760 *    297430 *  95243308 *        50 *
*    70223 *    297430 * 108952630 *        57 *
*    70554 *    297430 * 133170097 *        70 *
*    71276 *    297219 * 337882483 *       164 *
*    71797 *    297219 * 1.828e+09 *      1063 *
*    71845 *    297219 * 1.829e+09 *      1064 *
*    71878 *    297219 * 1.831e+09 *      1065 *
*    71949 *    297219 * 1.832e+09 *      1066 *
*    71996 *    297219 * 1.833e+09 *      1067 *
*    72286 *    297219 * 1.843e+09 *      1074 *
*    72373 *    297219 * 1.845e+09 *      1076 *
*    72561 *    297219 * 1.853e+09 *      1081 *
*    72805 *    297219 * 1.859e+09 *      1086 *
*    72858 *    297219 * 1.861e+09 *      1087 *
*    72909 *    297219 * 1.862e+09 *      1088 *
*    73059 *    297219 * 1.868e+09 *      1092 *
*    73114 *    297219 * 1.870e+09 *      1094 *
*    73228 *    297219 * 1.873e+09 *      1096 *
*    74189 *    297219 * 371565358 *       181 *
*    74447 *    297219 * 1.504e+09 *       839 *
*    74484 *    297219 * 1.504e+09 *       839 *
*    74505 *    297219 * 1.504e+09 *       839 *
*    74529 *    297219 * 1.505e+09 *       840 *
*    75793 *    297219 * 1.543e+09 *       865 *
*    75933 *    297219 * 1.548e+09 *       868 *
*    75988 *    297219 * 1.549e+09 *       869 *
*    76191 *    297219 * 1.555e+09 *       873 *
*    77641 *    297411 * 284772790 *       187 *
*    79909 *    297219 * 918447505 *       476 *
*    80613 *    297219 * 939404869 *       488 *
*    81357 *    297219 * 960940004 *       500 *
*    82224 *    297292 * 292539131 *       157 *
*    87202 *    297219 * 592532763 *       294 *
*    88414 *    297219 * 626607064 *       312 *
*    88962 *    297219 * 645585471 *       322 *
*    92028 *    297411 * 300614998 *       196 *
*    92244 *    297411 * 308212537 *       200 *
*    93121 *    297411 * 328035469 *       211 *
*    93303 *    297411 * 332408301 *       214 *
*    93751 *    297411 * 343946766 *       220 *
*    93814 *    297411 * 345760223 *       221 *
*    93843 *    297411 * 344997949 *       221 *
*    94048 *    297411 * 350971165 *       224 *
*    94130 *    297411 * 351478106 *       225 *
*    95146 *    297411 * 375908194 *       239 *
*    95154 *    297411 * 377342331 *       239 *
*    95425 *    297219 * 759643539 *       384 *
*    95662 *    297219 * 764282102 *       387 *
*    96737 *    297219 * 786531096 *       399 *
*    97742 *    299096 *  83863560 *        50 *
*    98279 *    297219 * 865193428 *       443 *
*    99420 *    297219 * 896171476 *       462 *
*    99707 *    297219 * 903077371 *       467 *
*   101062 *    297296 * 361418107 *       249 *
*   101078 *    297296 * 363348601 *       250 *
*   101220 *    297296 * 366714881 *       253 *
*   101414 *    297296 * 381792147 *       264 *
*   101533 *    297296 * 387111820 *       267 *
*   101653 *    297296 * 390452339 *       270 *
*   101743 *    297296 * 392953871 *       272 *
*   102027 *    297296 * 401879468 *       278 *
*   102045 *    297296 * 401755972 *       278 *
*   102586 *    297296 * 419997331 *       291 *
*   102601 *    297296 * 419636830 *       291 *
*   102959 *    297296 * 484824046 *       339 *
*   103097 *    297296 * 489190852 *       342 *
*   103134 *    297296 * 491348676 *       343 *
*   103173 *    297296 * 491571748 *       344 *
*   103417 *    297296 * 500798043 *       350 *
*   103524 *    297296 * 502500674 *       352 *
*   103572 *    297296 * 505079725 *       354 *
*   103666 *    297296 * 508634370 *       356 *
*   103851 *    297296 * 515534390 *       361 *
*   104074 *    297296 * 521107568 *       366 *
*   104142 *    297296 * 524705174 *       368 *
*   104163 *    297296 * 524686050 *       368 *
*   104762 *    297296 * 542603932 *       382 *
*   104942 *    297296 * 549558250 *       387 *
*   104967 *    297296 * 550065874 *       387 *
*   105018 *    297296 * 552315205 *       389 *
*   105131 *    297296 * 554376629 *       391 *
*   105216 *    297296 * 557550071 *       393 *
*   105278 *    297296 * 559864593 *       395 *
*   105448 *    297296 * 567088386 *       400 *
*   105504 *    297296 * 568475268 *       401 *
*   105519 *    297296 * 568392932 *       401 *
*   105621 *    297430 *  35022402 *        19 *
*   105878 *    297430 *  40883503 *        22 *
*   106217 *    297430 *  50565910 *        27 *
*   109566 *    297467 * 166892203 *       113 *
*   111407 *    299062 * 288461451 *       172 *
*   111466 *    299062 * 289170033 *       172 *
*   111617 *    297296 * 574623283 *       406 *
*   111757 *    297296 * 588733845 *       416 *
*   112045 *    297426 * 139582311 *        77 *
*   112068 *    297426 * 139204048 *        77 *
*   112326 *    297426 * 146135053 *        81 *
*   113143 *    297426 * 174031137 *        96 *
*   113584 *    297426 * 184743653 *       102 *
*   115048 *    297219 * 1.003e+09 *       525 *
*   115434 *    297219 * 1.013e+09 *       531 *
*   116500 *    297219 * 1.263e+09 *       682 *
*   117137 *    297219 * 1.279e+09 *       693 *
*   117205 *    297219 * 1.281e+09 *       694 *
*   117218 *    297219 * 1.282e+09 *       694 *
*   117258 *    297219 * 1.283e+09 *       695 *
*   117276 *    297219 * 1.283e+09 *       695 *
*   117333 *    297219 * 1.285e+09 *       696 *
*   117425 *    297219 * 1.286e+09 *       697 *
*   117769 *    297411 * 755798626 *       468 *
*   117823 *    297411 * 757441441 *       468 *
*   117836 *    297411 * 757416644 *       468 *
*   117849 *    297411 * 758252539 *       469 *
*   117967 *    297411 * 763046083 *       471 *
*   118413 *    297411 * 777662617 *       479 *
*   118442 *    297411 * 777714016 *       479 *
*   118444 *    297411 * 776949644 *       479 *
*   118463 *    297411 * 777823752 *       479 *
*   118698 *    297411 * 784712502 *       483 *
*   118801 *    297411 * 788181374 *       485 *
*   118878 *    297411 * 789605439 *       486 *
*   119167 *    297411 * 799618766 *       491 *
*   119172 *    297411 * 799171028 *       491 *
*   119359 *    297219 * 1.018e+09 *       534 *
*   120160 *    297219 * 1.040e+09 *       547 *
*   120540 *    297219 * 1.052e+09 *       554 *
*   121100 *    297219 * 1.066e+09 *       563 *
*   121299 *    297219 * 1.768e+09 *      1020 *
*   121323 *    297219 * 1.769e+09 *      1021 *
*   121470 *    297219 * 1.781e+09 *      1029 *
*   121516 *    297219 * 1.783e+09 *      1031 *
*   121554 *    297219 * 1.784e+09 *      1031 *
*   121631 *    297219 * 1.786e+09 *      1033 *
*   121678 *    297219 * 1.788e+09 *      1034 *
*   121715 *    297219 * 1.789e+09 *      1035 *
*   121743 *    297219 * 1.789e+09 *      1035 *
*   121757 *    297219 * 1.790e+09 *      1036 *
*   121948 *    297219 * 1.796e+09 *      1040 *
*   122002 *    297219 * 1.798e+09 *      1041 *
*   122041 *    297219 * 1.798e+09 *      1042 *
*   122068 *    297219 * 1.800e+09 *      1043 *
*   122276 *    297219 * 1.805e+09 *      1047 *
*   122395 *    297219 * 1.810e+09 *      1050 *
*   122410 *    297219 * 1.809e+09 *      1050 *
*   122644 *    297219 * 1.817e+09 *      1055 *
*   122673 *    297219 * 1.819e+09 *      1056 *
*   122689 *    297219 * 1.818e+09 *      1056 *
*   123505 *    297057 * 812479891 *       683 *
*   124985 *    297057 * 858451494 *       731 *
*   125017 *    297057 * 859806372 *       732 *
*   125131 *    297057 * 863594727 *       735 *
*   125545 *    297057 * 876430777 *       748 *
*   125853 *    297057 * 886114034 *       757 *
*   125879 *    297057 * 887239259 *       758 *
*   126472 *    297219 * 1.183e+09 *       633 *
*   126488 *    297219 * 1.183e+09 *       633 *
*   126582 *    297219 * 1.187e+09 *       635 *
*   126882 *    297219 * 1.203e+09 *       645 *
*   127508 *    297219 * 1.221e+09 *       656 *
*   127767 *    297219 * 1.228e+09 *       661 *
*   128651 *    297292 * 150666620 *        81 *
*   130208 *    297411 * 614842831 *       381 *
*   130294 *    297411 * 616488811 *       382 *
*   130422 *    297411 * 620996205 *       384 *
*   130601 *    297411 * 623800536 *       386 *
*   130648 *    297411 * 625650002 *       387 *
*   130965 *    297411 * 634220530 *       393 *
*   131735 *    297411 * 652535299 *       404 *
*   131983 *    297219 * 1.778e+09 *      1027 *
*   132002 *    297219 * 1.778e+09 *      1027 *
*   132014 *    297219 * 1.780e+09 *      1028 *
*   132077 *    297219 * 1.881e+09 *      1102 *
*   132087 *    297219 * 1.881e+09 *      1102 *
*   132288 *    297219 * 1.888e+09 *      1107 *
*   132438 *    297219 * 1.894e+09 *      1111 *
*   132604 *    297219 * 1.899e+09 *      1115 *
*   132671 *    297219 * 1.289e+09 *       698 *
*   132707 *    297219 * 1.290e+09 *       699 *
*   132753 *    297219 * 1.290e+09 *       700 *
*   133836 *    297219 * 1.323e+09 *       720 *
*   134152 *    297219 * 1.331e+09 *       725 *
*   134577 *    297219 * 1.610e+09 *       910 *
*   134890 *    297219 * 1.626e+09 *       921 *
*   134936 *    297219 * 1.627e+09 *       922 *
*   135202 *    297219 * 1.636e+09 *       928 *
*   135336 *    297219 * 1.641e+09 *       931 *
*   135614 *    297219 * 1.648e+09 *       936 *
*   135627 *    297219 * 1.649e+09 *       937 *
*   135753 *    297219 * 1.653e+09 *       939 *
*   136065 *    297219 * 1.662e+09 *       946 *
*   136174 *    297219 * 1.902e+09 *      1117 *
*   136301 *    297219 * 1.907e+09 *      1121 *
*   136374 *    297219 * 1.909e+09 *      1122 *
*   136381 *    297219 * 1.909e+09 *      1122 *
*   136504 *    297219 * 1.912e+09 *      1125 *
*   136820 *    297219 * 1.924e+09 *      1134 *
*   136838 *    297219 * 1.926e+09 *      1135 *
*   136882 *    297219 * 1.927e+09 *      1137 *
*   136932 *    297219 * 1.929e+09 *      1139 *
*   136996 *    297219 * 1.933e+09 *      1144 *
*   136997 *    297219 * 1.933e+09 *      1144 *
*   137084 *    297219 * 1.716e+09 *       983 *
*   137216 *    297219 * 1.719e+09 *       986 *
*   137388 *    297219 * 1.724e+09 *       989 *
*   137504 *    297219 * 1.727e+09 *       991 *
*   137655 *    297219 * 1.734e+09 *       996 *
*   137663 *    297219 * 1.735e+09 *       996 *
*   137733 *    297219 * 1.736e+09 *       998 *
*   137799 *    297219 * 1.740e+09 *      1000 *
*   137892 *    297219 * 1.743e+09 *      1002 *
*   137934 *    297219 * 1.744e+09 *      1003 *
*   137977 *    297219 * 1.746e+09 *      1004 *
*   138049 *    297219 * 1.747e+09 *      1005 *
*   138158 *    297219 * 1.749e+09 *      1007 *
*   138183 *    297219 * 1.751e+09 *      1008 *
*   138191 *    297219 * 1.751e+09 *      1008 *
*   138541 *    297219 * 1.762e+09 *      1016 *
*   139917 *    297296 * 108781238 *        74 *
*   139940 *    297296 * 109046134 *        74 *
*   140062 *    297296 * 112740198 *        77 *
*   140116 *    297296 * 114408437 *        78 *
*   140394 *    297296 * 123524584 *        84 *
*   140699 *    297296 * 133544837 *        91 *
*   140757 *    297296 * 134738742 *        92 *
*   140808 *    297296 * 136566697 *        93 *
*   140896 *    297296 * 139189713 *        95 *
*   140931 *    297296 * 140997505 *        96 *
*   141157 *    297296 * 147765063 *       101 *
*   141172 *    297296 * 148305129 *       101 *
*   141198 *    297296 * 148325826 *       101 *
*   141311 *    297296 * 152514910 *       104 *
*   141611 *    297411 * 513376909 *       319 *
*   141754 *    297411 * 526106270 *       326 *
*   142069 *    297411 * 533124265 *       331 *
*   142659 *    297411 * 549203924 *       340 *
*   142755 *    297411 * 552654085 *       342 *
*   143042 *    297411 * 558748726 *       346 *
*   143574 *    297219 * 1.403e+09 *       773 *
*   143703 *    297219 * 1.407e+09 *       776 *
*   143705 *    297219 * 1.408e+09 *       776 *
*   143740 *    297219 * 1.408e+09 *       776 *
*   143999 *    297219 * 1.415e+09 *       781 *
*   144352 *    297219 * 1.426e+09 *       788 *
*   149108 *    297411 * 417084473 *       262 *
*   149250 *    297411 * 420645388 *       264 *
*   150352 *    297430 * 229739857 *       120 *
*   150408 *    297430 * 230603042 *       120 *
*   150644 *    297430 * 238346983 *       124 *
*   151506 *    297219 * 1.945e+09 *      1154 *
*   151535 *    297219 * 1.946e+09 *      1155 *
*   151658 *    297219 * 1.951e+09 *      1158 *
*   151747 *    297219 * 1.954e+09 *      1160 *
*   151911 *    297219 * 1.959e+09 *      1164 *
*   151970 *    297219 * 1.962e+09 *      1166 *
*   152042 *    297219 * 1.964e+09 *      1168 *
*   152076 *    297219 * 1.965e+09 *      1169 *
*   152206 *    297219 * 1.969e+09 *      1171 *
*   152429 *    297219 * 1.939e+09 *      1149 *
*   152656 *    297219 * 1.977e+09 *      1178 *
*   152775 *    297219 * 1.980e+09 *      1180 *
*   153027 *    297219 * 1.992e+09 *      1189 *
*   153321 *    297296 * 602123150 *       425 *
*   153492 *    297296 * 607844113 *       429 *
*   153498 *    297296 * 607630265 *       429 *
*   153566 *    297296 * 609459126 *       431 *
*   153678 *    297296 * 614334831 *       434 *
*   153826 *    297296 * 619352000 *       438 *
*   153828 *    297296 * 619415405 *       438 *
*   153899 *    297296 * 620671309 *       439 *
*   154005 *    297296 * 624492796 *       442 *
*   154029 *    297296 * 626298429 *       443 *
*   154181 *    297296 * 631599419 *       447 *
*   154318 *    297296 * 635988506 *       451 *
*   154331 *    297296 * 636613438 *       451 *
*   154385 *    297296 * 638109810 *       452 *
*   154496 *    297296 * 642080343 *       455 *
*   154743 *    297219 * -2.07e+09 *      1364 *
*   154786 *    297219 * -2.07e+09 *      1365 *
*   154849 *    297219 * -2.07e+09 *      1367 *
*   154857 *    297219 * -2.07e+09 *      1367 *
*   154962 *    297219 * -2.07e+09 *      1370 *
*   154969 *    297219 * -2.07e+09 *      1370 *
*   155159 *    297219 * -2.06e+09 *      1376 *
*   155191 *    297219 * -2.06e+09 *      1378 *
*   155204 *    297219 * -2.06e+09 *      1378 *
*   155284 *    297219 * -2.05e+09 *      1380 *
*   155435 *    297219 * -2.05e+09 *      1384 *
*   155610 *    297219 * -2.04e+09 *      1389 *
*   155640 *    297219 * -2.04e+09 *      1390 *
*   155725 *    297219 * -2.04e+09 *      1393 *
*   155757 *    297219 * -2.04e+09 *      1393 *
*   155766 *    297219 * -2.04e+09 *      1393 *
*   155796 *    297219 * -2.04e+09 *      1395 *
*   155895 *    297219 * -2.03e+09 *      1398 *
*   155896 *    297219 * -2.03e+09 *      1398 *
*   155974 *    297219 * -2.03e+09 *      1400 *
*   156012 *    297219 * -2.03e+09 *      1401 *
*   156072 *    297219 * -2.02e+09 *      1409 *
*   156074 *    297219 * -2.02e+09 *      1409 *
*   156246 *    297219 * -1.96e+09 *      1456 *
*   156665 *    297219 * -1.95e+09 *      1468 *
*   156944 *    297219 * -1.94e+09 *      1476 *
*   156988 *    297219 * -1.93e+09 *      1477 *
*   157121 *    297219 * -1.93e+09 *      1481 *
*   157175 *    297219 * -1.93e+09 *      1483 *
*   157177 *    297219 * -1.93e+09 *      1483 *
